Municipality name,party_name,Votes
Harderwijk,Staatkundig Gereformeerde Partij (SGP),744
Harderwijk,Volt,436
Harderwijk,BBB,220
Harderwijk,50PLUS,184
Harderwijk,CODE ORANJE,88
Harderwijk,Splinter,74
Harderwijk,NIDA,73
Harderwijk,BIJ1,72
Harderwijk,Piratenpartij,55
Harderwijk,Trots op Nederland (TROTS),50
Harderwijk,JONG,48
Harderwijk,"Blanco (Zeven, A.J.L.B.)",40
Harderwijk,NLBeter,21
Harderwijk,JEZUS LEEFT,19
Harderwijk,Lijst Henk Krol,19
Harderwijk,LP (Libertaire Partij),10
Harderwijk,OPRECHT,9
Harderwijk,U-Buntu Connected Front,1
Hardinxveld-Giessendam,Staatkundig Gereformeerde Partij (SGP),2335
Hardinxveld-Giessendam,VVD,2041
Hardinxveld-Giessendam,ChristenUnie,2034
Hardinxveld-Giessendam,CDA,1237
Hardinxveld-Giessendam,PVV (Partij voor de Vrijheid),1045
Hardinxveld-Giessendam,Forum voor Democratie,609
Hardinxveld-Giessendam,D66,584
Hardinxveld-Giessendam,Partij van de Arbeid (P.v.d.A.),459
Hardinxveld-Giessendam,SP (Socialistische Partij),346
Hardinxveld-Giessendam,JA21,262
Hardinxveld-Giessendam,Partij voor de Dieren,184
Hardinxveld-Giessendam,GROENLINKS,141
Hardinxveld-Giessendam,50PLUS,83
Hardinxveld-Giessendam,Volt,71
Hardinxveld-Giessendam,BBB,58
Hardinxveld-Giessendam,DENK,34
Hardinxveld-Giessendam,CODE ORANJE,26
Hardinxveld-Giessendam,JEZUS LEEFT,24
Hardinxveld-Giessendam,Piratenpartij,17
Hardinxveld-Giessendam,JONG,16
Hardinxveld-Giessendam,Splinter,16
Hardinxveld-Giessendam,NIDA,12
Hardinxveld-Giessendam,"Blanco (Zeven, A.J.L.B.)",9
Hardinxveld-Giessendam,NLBeter,8
Hardinxveld-Giessendam,Lijst Henk Krol,7
Hardinxveld-Giessendam,BIJ1,6
Hardinxveld-Giessendam,Wij zijn Nederland,5
Hardinxveld-Giessendam,OPRECHT,4
Hardinxveld-Giessendam,LP (Libertaire Partij),3
Hardinxveld-Giessendam,Modern Nederland,0
Harlingen,VVD,1956
Harlingen,PVV (Partij voor de Vrijheid),1285
Harlingen,CDA,1202
Harlingen,D66,1101
Harlingen,Partij van de Arbeid (P.v.d.A.),941
Harlingen,SP (Socialistische Partij),820
Harlingen,Forum voor Democratie,666
Harlingen,Partij voor de Dieren,449
Harlingen,ChristenUnie,347
Harlingen,GROENLINKS,338
Harlingen,JA21,220
Harlingen,Volt,136
Harlingen,50PLUS,130
Harlingen,BBB,79
Harlingen,Staatkundig Gereformeerde Partij (SGP),62
Harlingen,CODE ORANJE,33
Harlingen,Piratenpartij,25
Harlingen,BIJ1,24
Harlingen,Splinter,23
Harlingen,Trots op Nederland (TROTS),17
Harlingen,DENK,11
Harlingen,JONG,11
Harlingen,OPRECHT,10
Harlingen,JEZUS LEEFT,8
Harlingen,Lijst Henk Krol,8
Harlingen,NIDA,7
Harlingen,LP (Libertaire Partij),5
Harlingen,NLBeter,4
Harlingen,Partij voor de Republiek,4
Harlingen,Vrij en Sociaal Nederland,4
Harlingen,De Groenen,1
Hattem,VVD,1501
Hattem,ChristenUnie,1398
Hattem,CDA,1140
Hattem,D66,1022
Hattem,Partij van de Arbeid (P.v.d.A.),616
Hattem,PVV (Partij voor de Vrijheid),607
Hattem,SP (Socialistische Partij),378
Hattem,Forum voor Democratie,308
Hattem,GROENLINKS,284
Hattem,Partij voor de Dieren,197
Hattem,Staatkundig Gereformeerde Partij (SGP),169
Hattem,JA21,145
Hattem,Volt,122
Hattem,BBB,55
Hattem,50PLUS,42
Hattem,DENK,28
Hattem,Splinter,18
Hattem,"Blanco (Zeven, A.J.L.B.)",11
Hattem,BIJ1,9
Hattem,CODE ORANJE,8
Hattem,NLBeter,7
Hattem,Piratenpartij,7
Hattem,JONG,4
Hattem,NIDA,4
Hattem,Trots op Nederland (TROTS),4
Hattem,Lijst Henk Krol,3
Hattem,LP (Libertaire Partij),3
Hattem,JEZUS LEEFT,2
Hattem,OPRECHT,0
Hattem,U-Buntu Connected Front,0
Heemskerk,VVD,5802
Heemskerk,D66,3571
Heemskerk,PVV (Partij voor de Vrijheid),2799
Heemskerk,CDA,2237
Heemskerk,SP (Socialistische Partij),1608
Heemskerk,Forum voor Democratie,1463
Heemskerk,Partij van de Arbeid (P.v.d.A.),1412
Heemskerk,GROENLINKS,1181
Heemskerk,Partij voor de Dieren,999
Heemskerk,JA21,662
Heemskerk,Volt,419
Heemskerk,DENK,364
Heemskerk,ChristenUnie,347
Heemskerk,50PLUS,337
Heemskerk,BBB,127
Heemskerk,CODE ORANJE,122
Heemskerk,Splinter,91
Heemskerk,BIJ1,86
Heemskerk,Trots op Nederland (TROTS),72
Heemskerk,Staatkundig Gereformeerde Partij (SGP),57
Heemskerk,NIDA,52
Heemskerk,JONG,51
Heemskerk,Piratenpartij,42
Heemskerk,NLBeter,37
Heemskerk,DE FEESTPARTIJ (DFP),25
Heemskerk,Lijst Henk Krol,24
Heemskerk,LP (Libertaire Partij),7
Heemskerk,OPRECHT,4
Heemskerk,Vrij en Sociaal Nederland,4
Heemskerk,Wij zijn Nederland,4
Heemskerk,U-Buntu Connected Front,0
Heemstede,VVD,5634
Heemstede,D66,4401
Heemstede,CDA,1422
Heemstede,GROENLINKS,940
Heemstede,PVV (Partij voor de Vrijheid),913
Heemstede,Partij van de Arbeid (P.v.d.A.),866
Heemstede,Partij voor de Dieren,840
Heemstede,Volt,829
Heemstede,SP (Socialistische Partij),578
Heemstede,Forum voor Democratie,449
Heemstede,JA21,386
Heemstede,ChristenUnie,241
Heemstede,50PLUS,132
Heemstede,DENK,57
Heemstede,BIJ1,55
Heemstede,CODE ORANJE,36
Heemstede,Splinter,33
Heemstede,Staatkundig Gereformeerde Partij (SGP),30
Heemstede,Trots op Nederland (TROTS),21
Heemstede,JONG,20
Heemstede,Piratenpartij,20
Heemstede,Lijst Henk Krol,18
Heemstede,NLBeter,13
Heemstede,NIDA,12
Heemstede,BBB,10
Heemstede,LP (Libertaire Partij),10
Heemstede,Vrij en Sociaal Nederland,8
Heemstede,OPRECHT,5
Heemstede,DE FEESTPARTIJ (DFP),4
Heemstede,U-Buntu Connected Front,0
Heemstede,Wij zijn Nederland,0
Heerde,VVD,2399
Heerde,CDA,1914
Heerde,ChristenUnie,1799
Heerde,PVV (Partij voor de Vrijheid),1338
Heerde,D66,1087
Heerde,Partij van de Arbeid (P.v.d.A.),669
Heerde,Forum voor Democratie,555
Heerde,SP (Socialistische Partij),547
Heerde,Staatkundig Gereformeerde Partij (SGP),423
Heerde,GROENLINKS,347
Heerde,Partij voor de Dieren,303
Heerde,JA21,225
Heerde,BBB,209
Heerde,Volt,124
Heerde,50PLUS,94
Heerde,DENK,32
Heerde,CODE ORANJE,27
Heerde,Trots op Nederland (TROTS),23
Heerde,Splinter,20
Heerde,JEZUS LEEFT,18
Heerde,JONG,14
Heerde,BIJ1,10
Heerde,Piratenpartij,7
Heerde,"Blanco (Zeven, A.J.L.B.)",4
Heerde,NLBeter,4
Heerde,Lijst Henk Krol,3
Heerde,NIDA,3
Heerde,LP (Libertaire Partij),1
Heerde,OPRECHT,1
Heerde,U-Buntu Connected Front,0
Heerenveen,VVD,6262
Heerenveen,D66,4687
Heerenveen,CDA,3382
Heerenveen,Partij van de Arbeid (P.v.d.A.),3350
Heerenveen,PVV (Partij voor de Vrijheid),3018
Heerenveen,SP (Socialistische Partij),2521
Heerenveen,Forum voor Democratie,2139
Heerenveen,GROENLINKS,1403
Heerenveen,Partij voor de Dieren,1198
Heerenveen,ChristenUnie,1066
Heerenveen,BBB,636
Heerenveen,JA21,576
Heerenveen,Volt,501
Heerenveen,50PLUS,255
Heerenveen,DENK,223
Heerenveen,Staatkundig Gereformeerde Partij (SGP),129
Heerenveen,CODE ORANJE,123
Heerenveen,Splinter,88
Heerenveen,BIJ1,76
Heerenveen,Trots op Nederland (TROTS),65
Heerenveen,Piratenpartij,63
Heerenveen,JONG,55
Heerenveen,NIDA,32
Heerenveen,NLBeter,31
Heerenveen,OPRECHT,27
Heerenveen,JEZUS LEEFT,21
Heerenveen,Lijst Henk Krol,20
Heerenveen,Partij voor de Republiek,13
Heerenveen,LP (Libertaire Partij),10
Heerenveen,Vrij en Sociaal Nederland,7
Heerenveen,De Groenen,2
Heerhugowaard,VVD,8460
Heerhugowaard,D66,4863
Heerhugowaard,PVV (Partij voor de Vrijheid),3396
Heerhugowaard,CDA,2926
Heerhugowaard,SP (Socialistische Partij),2226
Heerhugowaard,Forum voor Democratie,2197
Heerhugowaard,Partij van de Arbeid (P.v.d.A.),1760
Heerhugowaard,GROENLINKS,1483
Heerhugowaard,Partij voor de Dieren,1175
Heerhugowaard,JA21,898
Heerhugowaard,ChristenUnie,662
Heerhugowaard,Volt,580
Heerhugowaard,DENK,451
Heerhugowaard,50PLUS,450
Heerhugowaard,BBB,269
Heerhugowaard,CODE ORANJE,230
Heerhugowaard,Splinter,163
Heerhugowaard,BIJ1,142
Heerhugowaard,Trots op Nederland (TROTS),98
Heerhugowaard,Piratenpartij,88
Heerhugowaard,JONG,84
Heerhugowaard,Staatkundig Gereformeerde Partij (SGP),84
Heerhugowaard,NIDA,68
Heerhugowaard,"Blanco (Zeven, A.J.L.B.)",43
Heerhugowaard,Lijst Henk Krol,38
Heerhugowaard,NLBeter,37
Heerhugowaard,DE FEESTPARTIJ (DFP),27
Heerhugowaard,LP (Libertaire Partij),27
Heerhugowaard,JEZUS LEEFT,22
Heerhugowaard,OPRECHT,17
Heerhugowaard,U-Buntu Connected Front,4
Heerhugowaard,Wij zijn Nederland,2
Heerlen,PVV (Partij voor de Vrijheid),9474
Heerlen,VVD,7298
Heerlen,SP (Socialistische Partij),5713
Heerlen,D66,4737
Heerlen,Forum voor Democratie,4607
Heerlen,CDA,3393
Heerlen,Partij van de Arbeid (P.v.d.A.),3297
Heerlen,Partij voor de Dieren,2094
Heerlen,GROENLINKS,1965
Heerlen,50PLUS,771
Heerlen,JA21,682
Heerlen,DENK,681
Heerlen,Volt,609
Heerlen,ChristenUnie,376
Heerlen,BIJ1,187
Heerlen,CODE ORANJE,179
Heerlen,Piratenpartij,146
Heerlen,Splinter,134
Heerlen,BBB,118
Heerlen,NIDA,113
Heerlen,Trots op Nederland (TROTS),108
Heerlen,"Blanco (Zeven, A.J.L.B.)",95
Heerlen,Staatkundig Gereformeerde Partij (SGP),75
Heerlen,Lijst Henk Krol,63
Heerlen,DE FEESTPARTIJ (DFP),61
Heerlen,JONG,52
Heerlen,NLBeter,45
Heerlen,OPRECHT,20
Heerlen,LP (Libertaire Partij),13
Heerlen,Partij van de Eenheid,11
Heerlen,Wij zijn Nederland,10
Heeze-Leende,VVD,3340
Heeze-Leende,D66,1769
Heeze-Leende,CDA,1409
Heeze-Leende,PVV (Partij voor de Vrijheid),1056
Heeze-Leende,SP (Socialistische Partij),647
Heeze-Leende,Partij van de Arbeid (P.v.d.A.),441
Heeze-Leende,Forum voor Democratie,417
Heeze-Leende,GROENLINKS,394
Heeze-Leende,Partij voor de Dieren,340
Heeze-Leende,Volt,241
Heeze-Leende,JA21,237
Heeze-Leende,BBB,156
Heeze-Leende,ChristenUnie,117
Heeze-Leende,50PLUS,106
Heeze-Leende,Splinter,40
Heeze-Leende,CODE ORANJE,37
Heeze-Leende,"Blanco (Zeven, A.J.L.B.)",19
Heeze-Leende,Trots op Nederland (TROTS),14
Heeze-Leende,DENK,13
Heeze-Leende,JONG,12
Heeze-Leende,Lijst Henk Krol,12
Heeze-Leende,BIJ1,11
Heeze-Leende,Piratenpartij,11
Heeze-Leende,DE FEESTPARTIJ (DFP),9
Heeze-Leende,NLBeter,6
Heeze-Leende,LP (Libertaire Partij),4
Heeze-Leende,NIDA,4
Heeze-Leende,Staatkundig Gereformeerde Partij (SGP),4
Heeze-Leende,JEZUS LEEFT,1
Heeze-Leende,Partij van de Eenheid,1
Heeze-Leende,OPRECHT,0
Heiloo,VVD,4504
Heiloo,D66,3549
Heiloo,CDA,1533
Heiloo,PVV (Partij voor de Vrijheid),1075
Heiloo,Partij van de Arbeid (P.v.d.A.),1030
Heiloo,GROENLINKS,981
Heiloo,Partij voor de Dieren,948
Heiloo,SP (Socialistische Partij),753
Heiloo,Forum voor Democratie,643
Heiloo,Volt,468
Heiloo,JA21,447
Heiloo,ChristenUnie,274
Heiloo,50PLUS,141
Heiloo,BBB,86
Heiloo,Splinter,77
Heiloo,Piratenpartij,49
Heiloo,CODE ORANJE,48
Heiloo,BIJ1,44
Heiloo,DENK,35
Heiloo,"Blanco (Zeven, A.J.L.B.)",34
Heiloo,Staatkundig Gereformeerde Partij (SGP),32
Heiloo,JONG,20
Heiloo,Trots op Nederland (TROTS),18
Heiloo,Lijst Henk Krol,17
Heiloo,NLBeter,17
Heiloo,LP (Libertaire Partij),11
Heiloo,OPRECHT,11
Heiloo,DE FEESTPARTIJ (DFP),9
Heiloo,NIDA,7
Heiloo,JEZUS LEEFT,6
Heiloo,U-Buntu Connected Front,0
Heiloo,Wij zijn Nederland,0
Hellendoorn,CDA,5618
Hellendoorn,VVD,5412
Hellendoorn,D66,2700
Hellendoorn,PVV (Partij voor de Vrijheid),2193
Hellendoorn,SP (Socialistische Partij),1312
Hellendoorn,ChristenUnie,1192
Hellendoorn,Forum voor Democratie,1068
Hellendoorn,BBB,1003
Hellendoorn,Partij van de Arbeid (P.v.d.A.),932
Hellendoorn,GROENLINKS,624
Hellendoorn,JA21,519
Hellendoorn,Partij voor de Dieren,443
Hellendoorn,Volt,283
Hellendoorn,Staatkundig Gereformeerde Partij (SGP),182
Hellendoorn,50PLUS,181
Hellendoorn,CODE ORANJE,96
Hellendoorn,Splinter,45
Hellendoorn,DENK,41
Hellendoorn,OPRECHT,41
Hellendoorn,Trots op Nederland (TROTS),40
Hellendoorn,Piratenpartij,34
Hellendoorn,BIJ1,32
Hellendoorn,JEZUS LEEFT,20
Hellendoorn,JONG,19
Hellendoorn,Lijst Henk Krol,14
Hellendoorn,"Blanco (Zeven, A.J.L.B.)",12
Hellendoorn,NIDA,9
Hellendoorn,NLBeter,8
Hellendoorn,LP (Libertaire Partij),7
Hellendoorn,Wij zijn Nederland,2
Hellendoorn,U-Buntu Connected Front,1
Hellendoorn,Partij van de Eenheid,0
Hellevoetsluis,VVD,5932
Hellevoetsluis,PVV (Partij voor de Vrijheid),3910
Hellevoetsluis,D66,2528
Hellevoetsluis,Forum voor Democratie,2169
Hellevoetsluis,SP (Socialistische Partij),1634
Hellevoetsluis,CDA,1504
Hellevoetsluis,Partij van de Arbeid (P.v.d.A.),1235
Hellevoetsluis,JA21,1079
Hellevoetsluis,Partij voor de Dieren,822
Hellevoetsluis,GROENLINKS,621
Hellevoetsluis,ChristenUnie,427
Hellevoetsluis,50PLUS,382
Hellevoetsluis,DENK,348
Hellevoetsluis,Volt,279
Hellevoetsluis,CODE ORANJE,133
Hellevoetsluis,BBB,104
Hellevoetsluis,Staatkundig Gereformeerde Partij (SGP),93
Hellevoetsluis,Splinter,89
Hellevoetsluis,BIJ1,88
Hellevoetsluis,Piratenpartij,50
Hellevoetsluis,JONG,36
Hellevoetsluis,NIDA,35
Hellevoetsluis,Lijst Henk Krol,28
Hellevoetsluis,NLBeter,23
Hellevoetsluis,JEZUS LEEFT,19
Hellevoetsluis,"Blanco (Zeven, A.J.L.B.)",18
Hellevoetsluis,LP (Libertaire Partij),18
Hellevoetsluis,OPRECHT,12
Hellevoetsluis,Wij zijn Nederland,8
Hellevoetsluis,Modern Nederland,4
Helmond,VVD,11443
Helmond,PVV (Partij voor de Vrijheid),7835
Helmond,D66,5905
Helmond,SP (Socialistische Partij),4252
Helmond,CDA,3819
Helmond,Forum voor Democratie,3282
Helmond,Partij van de Arbeid (P.v.d.A.),2008
Helmond,GROENLINKS,1975
Helmond,DENK,1487
Helmond,Partij voor de Dieren,1377
Helmond,JA21,969
Helmond,Volt,876
Helmond,50PLUS,682
Helmond,ChristenUnie,372
Helmond,CODE ORANJE,262
Helmond,NIDA,236
Helmond,BBB,157
Helmond,Splinter,146
Helmond,BIJ1,145
Helmond,Piratenpartij,96
Helmond,JONG,91
Helmond,Trots op Nederland (TROTS),89
Helmond,Lijst Henk Krol,61
Helmond,Staatkundig Gereformeerde Partij (SGP),59
Helmond,DE FEESTPARTIJ (DFP),58
Helmond,"Blanco (Zeven, A.J.L.B.)",44
Helmond,NLBeter,36
Helmond,OPRECHT,23
Helmond,LP (Libertaire Partij),20
Helmond,JEZUS LEEFT,16
Helmond,Partij van de Eenheid,7
Hendrik-Ido-Ambacht,VVD,4799
Hendrik-Ido-Ambacht,Staatkundig Gereformeerde Partij (SGP),2400
Hendrik-Ido-Ambacht,D66,2019
Hendrik-Ido-Ambacht,PVV (Partij voor de Vrijheid),1993
Hendrik-Ido-Ambacht,CDA,1642
Hendrik-Ido-Ambacht,ChristenUnie,1281
Hendrik-Ido-Ambacht,Forum voor Democratie,1066
Hendrik-Ido-Ambacht,SP (Socialistische Partij),865
Hendrik-Ido-Ambacht,JA21,667
Hendrik-Ido-Ambacht,Partij van de Arbeid (P.v.d.A.),652
Hendrik-Ido-Ambacht,GROENLINKS,478
Hendrik-Ido-Ambacht,Partij voor de Dieren,439
Hendrik-Ido-Ambacht,DENK,186
Hendrik-Ido-Ambacht,50PLUS,170
Hendrik-Ido-Ambacht,Volt,161
Hendrik-Ido-Ambacht,CODE ORANJE,71
Hendrik-Ido-Ambacht,BIJ1,58
Hendrik-Ido-Ambacht,NIDA,56
Hendrik-Ido-Ambacht,BBB,41
Hendrik-Ido-Ambacht,Splinter,40
Hendrik-Ido-Ambacht,Piratenpartij,25
Hendrik-Ido-Ambacht,JONG,24
Hendrik-Ido-Ambacht,Lijst Henk Krol,18
Hendrik-Ido-Ambacht,OPRECHT,16
Hendrik-Ido-Ambacht,NLBeter,14
Hendrik-Ido-Ambacht,JEZUS LEEFT,12
Hendrik-Ido-Ambacht,"Blanco (Zeven, A.J.L.B.)",9
Hendrik-Ido-Ambacht,Wij zijn Nederland,9
Hendrik-Ido-Ambacht,LP (Libertaire Partij),7
Hendrik-Ido-Ambacht,Modern Nederland,1
Hengelo,VVD,9759
Hengelo,D66,7143
Hengelo,CDA,6989
Hengelo,PVV (Partij voor de Vrijheid),5296
Hengelo,SP (Socialistische Partij),3971
Hengelo,Partij van de Arbeid (P.v.d.A.),3221
Hengelo,Forum voor Democratie,2783
Hengelo,GROENLINKS,2303
Hengelo,Partij voor de Dieren,1637
Hengelo,Volt,1166
Hengelo,JA21,1139
Hengelo,ChristenUnie,1127
Hengelo,DENK,864
Hengelo,50PLUS,436
Hengelo,BBB,415
Hengelo,BIJ1,188
Hengelo,Staatkundig Gereformeerde Partij (SGP),180
Hengelo,CODE ORANJE,164
Hengelo,Splinter,136
Hengelo,Piratenpartij,107
Hengelo,Trots op Nederland (TROTS),80
Hengelo,JONG,56
Hengelo,NIDA,36
Hengelo,JEZUS LEEFT,34
Hengelo,"Blanco (Zeven, A.J.L.B.)",31
Hengelo,Lijst Henk Krol,28
Hengelo,NLBeter,25
Hengelo,OPRECHT,23
Hengelo,LP (Libertaire Partij),21
Hengelo,U-Buntu Connected Front,5
Hengelo,Wij zijn Nederland,5
Hengelo,Partij van de Eenheid,0
Het Hogeland,CDA,4296
Het Hogeland,VVD,4260
Het Hogeland,D66,3413
Het Hogeland,Partij van de Arbeid (P.v.d.A.),2960
Het Hogeland,SP (Socialistische Partij),2903
Het Hogeland,ChristenUnie,2824
Het Hogeland,PVV (Partij voor de Vrijheid),2771
Het Hogeland,GROENLINKS,1483
Het Hogeland,Forum voor Democratie,1427
Het Hogeland,Partij voor de Dieren,1326
Het Hogeland,BBB,831
Het Hogeland,JA21,461
Het Hogeland,Volt,438
Het Hogeland,Staatkundig Gereformeerde Partij (SGP),404
Het Hogeland,50PLUS,253
Het Hogeland,Splinter,103
Het Hogeland,BIJ1,100
Het Hogeland,CODE ORANJE,90
Het Hogeland,Piratenpartij,56
Het Hogeland,Trots op Nederland (TROTS),48
Het Hogeland,DE FEESTPARTIJ (DFP),33
Het Hogeland,DENK,29
Het Hogeland,JONG,24
Het Hogeland,Lijst Henk Krol,21
Het Hogeland,JEZUS LEEFT,19
Het Hogeland,NLBeter,16
Het Hogeland,Vrij en Sociaal Nederland,11
Het Hogeland,NIDA,8
Het Hogeland,OPRECHT,8
Het Hogeland,LP (Libertaire Partij),4
Het Hogeland,U-Buntu Connected Front,0
Heumen,VVD,2900
Heumen,D66,2121
Heumen,CDA,1245
Heumen,PVV (Partij voor de Vrijheid),920
Heumen,GROENLINKS,771
Heumen,Partij van de Arbeid (P.v.d.A.),743
Heumen,SP (Socialistische Partij),738
Heumen,Partij voor de Dieren,440
Heumen,Forum voor Democratie,318
Heumen,Volt,270
Heumen,JA21,221
Heumen,ChristenUnie,138
Heumen,50PLUS,103
Heumen,BBB,96
Heumen,Splinter,38
Heumen,BIJ1,33
Heumen,Piratenpartij,18
Heumen,DENK,17
Heumen,Trots op Nederland (TROTS),17
Heumen,CODE ORANJE,15
Heumen,JONG,11
Heumen,NLBeter,9
Heumen,Staatkundig Gereformeerde Partij (SGP),8
Heumen,Lijst Henk Krol,7
Heumen,NIDA,7
Heumen,DE FEESTPARTIJ (DFP),6
Heumen,"Blanco (Zeven, A.J.L.B.)",5
Heumen,JEZUS LEEFT,3
Heumen,LP (Libertaire Partij),3
Heumen,OPRECHT,3
Heusden,VVD,8351
Heusden,D66,3909
Heusden,PVV (Partij voor de Vrijheid),3619
Heusden,CDA,3073
Heusden,SP (Socialistische Partij),2100
Heusden,Forum voor Democratie,1368
Heusden,Partij van de Arbeid (P.v.d.A.),1036
Heusden,GROENLINKS,848
Heusden,Partij voor de Dieren,746
Heusden,JA21,712
Heusden,Volt,479
Heusden,DENK,382
Heusden,50PLUS,371
Heusden,ChristenUnie,324
Heusden,BBB,233
Heusden,CODE ORANJE,112
Heusden,Trots op Nederland (TROTS),84
Heusden,Splinter,77
Heusden,JONG,61
Heusden,Piratenpartij,55
Heusden,Staatkundig Gereformeerde Partij (SGP),48
Heusden,NIDA,44
Heusden,Lijst Henk Krol,33
Heusden,BIJ1,30
Heusden,"Blanco (Zeven, A.J.L.B.)",30
Heusden,DE FEESTPARTIJ (DFP),28
Heusden,OPRECHT,18
Heusden,NLBeter,17
Heusden,LP (Libertaire Partij),10
Heusden,JEZUS LEEFT,4
Heusden,Partij van de Eenheid,2
Hillegom,VVD,3695
Hillegom,D66,2101
Hillegom,PVV (Partij voor de Vrijheid),1670
Hillegom,CDA,1315
Hillegom,Forum voor Democratie,773
Hillegom,Partij van de Arbeid (P.v.d.A.),630
Hillegom,SP (Socialistische Partij),607
Hillegom,Partij voor de Dieren,578
Hillegom,JA21,535
Hillegom,GROENLINKS,505
Hillegom,Volt,282
Hillegom,50PLUS,225
Hillegom,ChristenUnie,213
Hillegom,DENK,122
Hillegom,Staatkundig Gereformeerde Partij (SGP),85
Hillegom,CODE ORANJE,81
Hillegom,BBB,67
Hillegom,"Blanco (Zeven, A.J.L.B.)",56
Hillegom,Splinter,48
Hillegom,Piratenpartij,34
Hillegom,BIJ1,30
Hillegom,JONG,22
Hillegom,NLBeter,22
Hillegom,Lijst Henk Krol,21
Hillegom,NIDA,14
Hillegom,LP (Libertaire Partij),8
Hillegom,OPRECHT,2
Hillegom,JEZUS LEEFT,1
Hillegom,Modern Nederland,1
Hillegom,U-Buntu Connected Front,1
Hilvarenbeek,VVD,3347
Hilvarenbeek,D66,1830
Hilvarenbeek,CDA,1536
Hilvarenbeek,PVV (Partij voor de Vrijheid),819
Hilvarenbeek,SP (Socialistische Partij),667
Hilvarenbeek,Partij van de Arbeid (P.v.d.A.),429
Hilvarenbeek,GROENLINKS,399
Hilvarenbeek,Forum voor Democratie,305
Hilvarenbeek,Partij voor de Dieren,294
Hilvarenbeek,JA21,255
Hilvarenbeek,BBB,182
Hilvarenbeek,Volt,180
Hilvarenbeek,50PLUS,130
Hilvarenbeek,ChristenUnie,71
Hilvarenbeek,CODE ORANJE,32
Hilvarenbeek,JONG,24
Hilvarenbeek,Splinter,23
Hilvarenbeek,BIJ1,19
Hilvarenbeek,DE FEESTPARTIJ (DFP),14
Hilvarenbeek,"Blanco (Zeven, A.J.L.B.)",12
Hilvarenbeek,Piratenpartij,10
Hilvarenbeek,NLBeter,9
Hilvarenbeek,Staatkundig Gereformeerde Partij (SGP),9
Hilvarenbeek,Lijst Henk Krol,7
Hilvarenbeek,DENK,5
Hilvarenbeek,LP (Libertaire Partij),4
Hilvarenbeek,Partij van de Eenheid,3
Hilvarenbeek,JEZUS LEEFT,1
Hilvarenbeek,NIDA,1
Hilvarenbeek,OPRECHT,1
Hilvarenbeek,U-Buntu Connected Front,0
Hilversum,VVD,11339
Hilversum,D66,11147
Hilversum,PVV (Partij voor de Vrijheid),4639
Hilversum,GROENLINKS,3603
Hilversum,CDA,3358
Hilversum,Partij van de Arbeid (P.v.d.A.),2942
Hilversum,Partij voor de Dieren,2741
Hilversum,SP (Socialistische Partij),2736
Hilversum,Forum voor Democratie,2163
Hilversum,Volt,1812
Hilversum,ChristenUnie,1413
Hilversum,DENK,1141
Hilversum,JA21,1037
Hilversum,50PLUS,497
Hilversum,BIJ1,440
Hilversum,Staatkundig Gereformeerde Partij (SGP),255
Hilversum,Splinter,194
Hilversum,NIDA,181
Hilversum,Piratenpartij,153
Hilversum,CODE ORANJE,143
Hilversum,BBB,109
Hilversum,NLBeter,80
Hilversum,Trots op Nederland (TROTS),66
Hilversum,JONG,65
Hilversum,Lijst Henk Krol,50
Hilversum,LP (Libertaire Partij),42
Hilversum,DE FEESTPARTIJ (DFP),31
Hilversum,Vrij en Sociaal Nederland,19
Hilversum,OPRECHT,17
Hilversum,Wij zijn Nederland,4
Hilversum,U-Buntu Connected Front,3
Hoeksche Waard,VVD,13773
Hoeksche Waard,PVV (Partij voor de Vrijheid),6628
Hoeksche Waard,D66,6232
Hoeksche Waard,CDA,5693
Hoeksche Waard,Staatkundig Gereformeerde Partij (SGP),4771
Hoeksche Waard,Forum voor Democratie,3409
Hoeksche Waard,SP (Socialistische Partij),3011
Hoeksche Waard,ChristenUnie,2872
Hoeksche Waard,Partij van de Arbeid (P.v.d.A.),2720
Hoeksche Waard,JA21,2477
Hoeksche Waard,Partij voor de Dieren,1812
Hoeksche Waard,GROENLINKS,1445
Hoeksche Waard,Volt,660
Hoeksche Waard,50PLUS,654
Hoeksche Waard,BBB,334
Hoeksche Waard,CODE ORANJE,247
Hoeksche Waard,Splinter,153
Hoeksche Waard,Piratenpartij,92
Hoeksche Waard,BIJ1,86
Hoeksche Waard,DENK,78
Hoeksche Waard,JONG,75
Hoeksche Waard,Lijst Henk Krol,49
Hoeksche Waard,NLBeter,41
Hoeksche Waard,"Blanco (Zeven, A.J.L.B.)",40
Hoeksche Waard,NIDA,23
Hoeksche Waard,OPRECHT,18
Hoeksche Waard,JEZUS LEEFT,17
Hoeksche Waard,LP (Libertaire Partij),13
Hoeksche Waard,Wij zijn Nederland,12
Hoeksche Waard,Modern Nederland,6
Hof van Twente,VVD,6058
Hof van Twente,CDA,5021
Hof van Twente,D66,2755
Hof van Twente,PVV (Partij voor de Vrijheid),2325
Hof van Twente,Partij van de Arbeid (P.v.d.A.),1318
Hof van Twente,SP (Socialistische Partij),1150
Hof van Twente,BBB,1117
Hof van Twente,Forum voor Democratie,1034
Hof van Twente,JA21,604
Hof van Twente,GROENLINKS,556
Hof van Twente,Partij voor de Dieren,434
Hof van Twente,ChristenUnie,339
Hof van Twente,Volt,312
Hof van Twente,50PLUS,196
